Monitoring Stations,Month,Year,pH (units),Ammonia (mg/L),Nitrate (mg/L),Inorganic Phosphate (mg/L),BOD (mg/l),Dissolved Oxygen (mg/l),Total coliforms (MPN/100ml),Phytoplankton (cells/ml),Wind,Condition,Day,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,Date
Stn. I (Central West Bay),5,2019,9.0,0.207,0.05,0.134,9.0,10.1,9.0,94992.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn II (East Bay),5,2019,8.7,0.271,0.05,0.108,3.0,5.9,18.0,6683.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn. IV (Central Bay),5,2019,8.4,0.065,0.05,0.109,3.0,6.6,11.0,1055.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn V (Northern West Bay),5,2019,8.7,0.655,0.205,0.288,4.0,8.8,25.0,6989.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn VIII (South Bay),5,2019,8.3,0.117,0.05,0.093,3.0,6.2,43.0,9829.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn XV (San Pedro),5,2019,8.5,0.52,0.05,0.163,4.0,4.5,70.0,276.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn.XVI (Sta Rosa),5,2019,9.0,0.1,0.05,0.085,2.0,7.4,8.0,8306.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn XVII (Sanctuary),5,2019,8.6,0.079,0.05,0.076,2.0,6.6,11.0,5116.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn XVIII (Pagsanjan),5,2019,9.2,0.094,0.05,0.098,3.0,7.3,8.0,8472.0,12.0,2.0,6,650.0,29.041666666666668,24.83333333333333,78.20833333333333,19.666666666666668,0.0,1006.0433333333334,0.0,2019-05-06
Stn. I (Central West Bay),6,2019,9.4,0.112,0.05,0.298,7.0,10.4,19.0,186554.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn II (East Bay),6,2019,9.1,0.073,0.05,0.195,4.0,7.2,19.0,40761.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn. IV (Central Bay),6,2019,9.2,0.044,0.05,0.252,2.0,10.6,24.0,8456.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn V (Northern West Bay),6,2019,9.3,0.049,0.05,0.354,4.0,7.8,38.0,88910.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn VIII (South Bay),6,2019,9.3,0.036,0.05,0.17,4.0,8.8,71.0,33730.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn XV (San Pedro),6,2019,9.4,0.03,0.05,0.189,5.0,11.3,75.0,68482.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn.XVI (Sta Rosa),6,2019,9.4,0.034,0.05,0.143,4.0,9.8,18.0,77115.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn XVII (Sanctuary),6,2019,9.3,0.028,0.05,0.177,4.0,8.1,18.0,30417.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn XVIII (Pagsanjan),6,2019,9.2,0.048,0.05,0.169,5.0,12.1,18.0,56772.0,6.0,1.0,3,650.0,30.625,23.166666666666668,61.125,11.375,0.0,1006.1683333333334,0.0,2019-06-03
Stn. I (Central West Bay),7,2019,8.2,0.271,0.072,0.329,3.0,5.7,19.0,14010.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn II (East Bay),7,2019,9.1,0.045,0.033,0.131,4.0,8.9,19.0,43760.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn. IV (Central Bay),7,2019,8.3,0.04,0.034,0.318,2.0,7.1,24.0,9103.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn V (Northern West Bay),7,2019,7.9,1.54,0.254,0.307,9.0,7.5,81.0,52097.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn VIII (South Bay),7,2019,7.1,0.062,0.029,0.178,3.0,7.2,73.0,7240.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn XV (San Pedro),7,2019,8.6,0.057,0.033,0.15,3.0,7.3,90.0,4626.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn.XVI (Sta Rosa),7,2019,8.7,0.06,0.026,0.122,4.0,8.1,18.0,10875.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn XVII (Sanctuary),7,2019,8.9,0.043,0.079,0.209,2.0,7.0,18.0,10161.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn XVIII (Pagsanjan),7,2019,9.6,0.038,0.067,0.048,5.0,10.7,19.0,11397.0,10.0,5.0,2,632.4,27.96,24.28,81.32,8.68,0.0,1006.928,0.0,2019-07-02
Stn. I (Central West Bay),8,2019,7.8,0.36,0.223,0.12,4.0,6.5,75.0,3991.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn II (East Bay),8,2019,8.3,0.077,0.05,0.088,6.0,7.8,54.0,9612.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn. IV (Central Bay),8,2019,8.3,0.071,0.05,0.189,4.0,7.3,24.0,6396.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn V (Northern West Bay),8,2019,8.3,0.065,0.05,0.158,3.0,7.1,149.0,3465.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn VIII (South Bay),8,2019,8.6,0.035,0.05,0.117,3.0,7.4,30.0,6707.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn XV (San Pedro),8,2019,8.4,0.062,0.05,0.188,3.0,6.6,81.0,14830.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn.XVI (Sta Rosa),8,2019,8.5,0.053,0.05,0.214,6.0,7.1,24.0,6376.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn XVII (Sanctuary),8,2019,8.5,0.042,0.05,0.123,3.0,7.7,35.0,11308.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn XVIII (Pagsanjan),8,2019,8.1,0.039,0.05,0.027,3.0,8.1,25.0,7754.0,11.0,5.0,7,659.074074074074,27.0,25.296296296296298,90.66666666666669,10.37037037037037,0.0,998.517037037037,0.0,2019-08-07
Stn. I (Central West Bay),9,2019,8.0,0.051,0.618,0.122,6.0,6.5,75.0,5447.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn II (East Bay),9,2019,8.5,0.067,0.1,0.039,2.0,6.8,73.0,2898.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn. IV (Central Bay),9,2019,8.1,0.065,0.342,0.089,1.0,6.4,32.0,1498.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn V (Northern West Bay),9,2019,8.8,0.029,0.05,0.093,3.0,7.6,187.0,6833.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn VIII (South Bay),9,2019,8.7,0.038,0.05,0.078,2.0,8.0,30.0,20158.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn XV (San Pedro),9,2019,8.4,0.04,0.05,0.087,3.0,6.5,62.0,1240.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn.XVI (Sta Rosa),9,2019,9.1,0.016,0.05,0.075,2.0,8.4,24.0,7898.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn XVII (Sanctuary),9,2019,8.9,0.05,0.05,0.064,2.0,7.4,35.0,2374.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn XVIII (Pagsanjan),9,2019,8.6,0.037,0.05,0.019,3.0,7.7,25.0,1626.0,12.0,2.0,3,630.2222222222222,26.444444444444443,23.85185185185185,86.03703703703704,13.592592592592592,4.518518518518518,1006.5422222222222,0.0,2019-09-03
Stn. I (Central West Bay),10,2019,8.5,0.143,0.05,0.161,3.0,6.6,102.0,2298.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn II (East Bay),10,2019,8.8,0.062,0.05,0.061,2.0,7.5,96.0,2342.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn. IV (Central Bay),10,2019,8.5,0.051,0.423,0.113,2.0,7.9,32.0,10.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn V (Northern West Bay),10,2019,8.7,0.125,0.05,0.126,3.0,7.6,91.0,1876.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn VIII (South Bay),10,2019,8.7,0.023,0.05,0.062,2.0,7.0,29.0,3769.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn XV (San Pedro),10,2019,8.5,0.087,0.05,0.091,2.0,6.7,62.0,243.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn.XVI (Sta Rosa),10,2019,8.6,0.005,0.05,0.082,2.0,7.7,33.0,4230.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn XVII (Sanctuary),10,2019,9.1,0.005,0.05,0.088,3.0,7.9,36.0,1260.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn XVIII (Pagsanjan),10,2019,8.6,0.005,0.05,0.029,3.0,7.5,24.0,333.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn. I (Central West Bay),11,2019,8.5,0.18,0.05,0.091,3.0,7.1,32.0,8006.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn II (East Bay),11,2019,8.9,0.04,0.05,0.053,3.0,8.6,32.0,3604.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn. IV (Central Bay),11,2019,8.8,0.209,0.05,0.133,5.0,8.8,23.0,3779.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn V (Northern West Bay),11,2019,9.5,0.111,0.05,0.102,7.0,12.8,30.0,12077.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn VIII (South Bay),11,2019,8.7,0.052,0.05,0.095,3.0,8.0,18.0,23792.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn XV (San Pedro),11,2019,8.2,0.135,0.05,0.094,4.0,6.6,57.0,27593.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn.XVI (Sta Rosa),11,2019,9.2,0.014,0.05,0.069,6.0,10.0,25.0,23683.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn XVII (Sanctuary),11,2019,8.7,0.027,0.05,0.089,5.0,8.4,25.0,4387.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn XVIII (Pagsanjan),11,2019,8.9,0.029,0.05,0.017,3.0,9.2,19.0,7819.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn. I (Central West Bay),12,2019,7.8,0.012,0.185,0.059,3.0,6.9,58.0,1029.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn II (East Bay),12,2019,7.8,0.021,0.115,0.063,4.0,6.9,31.0,2311.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn. IV (Central Bay),12,2019,8.2,0.038,0.114,0.088,3.0,6.9,31.0,143.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn V (Northern West Bay),12,2019,8.0,0.01,0.504,0.098,4.0,7.3,44.0,813.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn VIII (South Bay),12,2019,8.0,0.021,0.151,0.066,3.0,7.2,33.0,3227.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn XV (San Pedro),12,2019,9.0,0.032,0.17,0.069,2.0,6.9,120.0,2059.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn.XVI (Sta Rosa),12,2019,7.8,0.021,0.178,0.085,3.0,7.2,41.0,2636.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn XVII (Sanctuary),12,2019,8.2,0.012,0.1,0.062,3.0,7.3,41.0,1950.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn XVIII (Pagsanjan),12,2019,7.8,0.1,0.401,0.044,2.0,7.5,49.0,4987.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn. I (Central West Bay),1,2020,8.0,0.118,0.274,0.038,3.0,7.1,44.0,3263.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn II (East Bay),1,2020,8.2,0.113,0.348,0.062,3.0,7.6,23.0,2323.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn. IV (Central Bay),1,2020,7.9,0.118,0.232,0.067,4.0,7.5,32.0,64047.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn V (Northern West Bay),1,2020,8.2,0.081,0.207,0.067,4.0,7.5,42.0,2982.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn VIII (South Bay),1,2020,8.2,0.058,0.25,0.056,3.0,7.6,33.0,94422.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn XV (San Pedro),1,2020,8.1,0.043,0.385,0.069,3.0,7.9,100.0,36087.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn.XVI (Sta Rosa),1,2020,8.3,0.05,0.276,0.063,4.0,8.3,47.0,8247.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn XVII (Sanctuary),1,2020,8.3,0.095,0.241,0.083,3.0,7.1,65.0,29073.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn XVIII (Pagsanjan),1,2020,7.7,0.04,0.497,0.074,4.0,7.4,80.0,2010.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn. I (Central West Bay),2,2020,8.0,0.158,0.153,0.087,3.0,7.3,66.0,23554.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn II (East Bay),2,2020,8.2,0.048,0.239,0.061,3.0,7.7,23.0,54353.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn. IV (Central Bay),2,2020,8.2,0.113,0.05,0.071,4.0,7.0,32.0,49106.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn V (Northern West Bay),2,2020,8.3,0.027,0.418,0.088,5.0,8.1,44.0,20037.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn VIII (South Bay),2,2020,8.2,0.027,0.146,0.057,1.0,8.3,33.0,23822.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn XV (San Pedro),2,2020,8.2,0.028,0.05,0.075,3.0,7.6,52.0,28802.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn.XVI (Sta Rosa),2,2020,8.6,0.03,0.05,0.069,3.0,8.0,46.0,70352.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn XVII (Sanctuary),2,2020,8.4,0.036,0.05,0.05,1.0,7.7,50.0,63254.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn XVIII (Pagsanjan),2,2020,7.9,0.026,0.434,0.034,3.0,7.8,77.0,2328.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn. I (Central West Bay),3,2020,8.7,0.222,0.05,0.055,3.0,7.7,36.0,38280.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn II (East Bay),3,2020,8.7,0.067,0.05,0.095,2.0,8.2,31.0,26595.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn. IV (Central Bay),3,2020,8.6,0.083,0.05,0.032,3.0,7.7,25.0,4570.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn V (Northern West Bay),3,2020,8.8,0.078,0.05,0.065,2.0,7.5,19.0,41580.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn VIII (South Bay),3,2020,8.7,0.034,0.05,0.032,3.0,8.2,18.0,65307.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn XV (San Pedro),3,2020,8.8,0.04,0.05,0.046,3.0,8.2,25.0,30762.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn.XVI (Sta Rosa),3,2020,8.7,0.055,0.05,0.05,3.0,8.6,28.0,21436.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn XVII (Sanctuary),3,2020,8.8,0.04,0.05,0.024,3.0,7.8,30.0,23093.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn XVIII (Pagsanjan),3,2020,8.6,0.042,0.05,0.017,3.0,8.2,29.0,756.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn. I (Central West Bay),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn II (East Bay),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn. IV (Central Bay),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn V (Northern West Bay),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn VIII (South Bay),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn XV (San Pedro),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn.XVI (Sta Rosa),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn XVII (Sanctuary),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn XVIII (Pagsanjan),4,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn. I (Central West Bay),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn II (East Bay),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn. IV (Central Bay),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn V (Northern West Bay),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn VIII (South Bay),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn XV (San Pedro),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn.XVI (Sta Rosa),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn XVII (Sanctuary),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn XVIII (Pagsanjan),5,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn. I (Central West Bay),6,2020,8.312373262124552,0.05356984642546166,0.20736381694714323,0.13924111143301166,2.436631810328211,8.324650305505187,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
